tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,tweet_location,user_timezone
Tr_tweet_2787,0.0,1.0,Customer Service Issue,0.6808,United,newyorkwool,0.0,@united they have access to the dial that makes it faster do they?,2/20/2015 0:59,Birkenhead upon Hudson,Eastern Time (US & Canada)
Tr_tweet_2559,1.0,1.0,nan,,United,urno12,0.0,@united thank you thank you thank you for contacting me. Thank you for the offer of a $1000 travel certificate #unitedairlines,2/20/2015 12:37,bonkers in Yonkers,New Delhi
Tr_tweet_931,0.0,1.0,Flight Booking Problems,1.0,United,GalbraithPeter,0.0,@united booked flights for 2 for $779. Was charged $389.50 twice. Means I can't redeem CC points properly. Would have gone elsewhere.,2/23/2015 12:46,"Kingston, Ontario",Central Time (US & Canada)
Tr_tweet_3207,0.0,1.0,Customer Service Issue,0.3696,United,patrick_maness,0.0,@united I would have made it if you hadn't already booked me on another flight and Cancelled Flighted my original reservation.,2/18/2015 20:51,Rhode Island,Eastern Time (US & Canada)
Tr_tweet_235,1.0,1.0,nan,,Virgin America,djchuang,1.0,@VirginAmerica thanks for gate checking my baggage on your full flight dfw-lax 883 and giving me early boarding too #sweet,2/20/2015 16:27,"Orange County, CA",Pacific Time (US & Canada)
Tr_tweet_1988,0.0,0.3603,Late Flight,0.3603,United,c4pyro,0.0,@united all 4 of us are on standby in Houston tomorrow for flights to Calgary. If you could get us on one or two of those that would help,2/21/2015 18:23,nan,nan
Tr_tweet_1356,1.0,1.0,nan,,United,geekydewd,0.0,"@united Thanks! LOL! #UA6259 will wait for us. Per @flightaware, same tail number as #UA5525 :)",2/22/2015 19:28,"CO Springs, Occupied Colorado",Mountain Time (US & Canada)
Tr_tweet_3318,0.0,1.0,Lost Luggage,0.6606,United,Dayrean,0.0,@united no tag number. Luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag...,2/18/2015 15:13,nan,nan
Tr_tweet_981,0.0,1.0,Cancelled Flight,1.0,United,katiedonohue,0.0,"@united 2 Cancelled Flighted flights Late Flightr, agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?",2/23/2015 11:06,Washington D.C.,Eastern Time (US & Canada)
Tr_tweet_2648,1.0,1.0,nan,,United,Sweet_Curly,0.0,@united a big thanks to ^MN and ^KN or patiently clarifying the United domestic world to me.,2/20/2015 9:20,nan,Berlin
Tr_tweet_2759,1.0,0.6576,nan,,United,desiree_d_h,0.0,@united #FirstClass to #London on my way to #LondonFashionWeek #LFW15 👠🇬🇧👠🇬🇧👠🇬🇧,2/20/2015 5:07,houston paris nyc ,Central Time (US & Canada)
Tr_tweet_1007,1.0,0.6349,nan,0.0,United,gwen1013,0.0,@united Great! I'm ready to go home.,2/23/2015 10:30,"New Haven, CT",nan
Tr_tweet_783,0.0,1.0,Bad Flight,0.3525,United,theKos,0.0,"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably.",2/23/2015 18:35,DC949,Pacific Time (US & Canada)
Tr_tweet_2361,0.0,1.0,Customer Service Issue,0.7128,United,elbrooklyntaco,1.0,"@united THAT'S the tweet u choose to answer, to tell me you're not liable?! #youretheworst #neveragain",2/20/2015 20:15,nan,nan
Tr_tweet_742,0.0,0.7055,Lost Luggage,0.7055,United,danmedwards,0.0,@united Not encouraged that I'll have my CPAP tonight.,2/23/2015 19:45,"Westerville, Ohio",nan
Tr_tweet_2983,0.0,1.0,Late Flight,1.0,United,BrianReinert1,0.0,"@united worst airline in the world-8 delays, gate agent loses her mind over 1.5 lbs and charges me $100 on top of the $25 I already paid!!",2/19/2015 14:33,Las Vegas & Atlanta,Eastern Time (US & Canada)
Tr_tweet_3110,0.0,1.0,Cancelled Flight,0.3626,United,alex_nieves,0.0,@united the Premier desk was able to rebook me with our friends at @AmericanAir. Only problem is now I have to pay for a checked bag :/,2/19/2015 7:35,Connecticut,Quito
Tr_tweet_1109,0.0,1.0,Customer Service Issue,0.657,United,ErinHughey,0.0,@united no they aren't - I just called to check. #WORSTCUSTOMERSERVICE,2/23/2015 7:22,"Maui, Hawaii",Hawaii
Tr_tweet_1897,0.0,1.0,Customer Service Issue,1.0,United,tweets1971,0.0,@united we have tried to change our flight THREE times on the phone and got disconnected each time.,2/21/2015 22:00,Boston,nan
Tr_tweet_2368,1.0,1.0,nan,,United,abhirajan,0.0,@united kept me watching the safety video for the first time in forever. Nice job 👍.,2/20/2015 20:00,The abyss ,Arizona
Tr_tweet_430,1.0,1.0,nan,,Virgin America,HereticPharaoh,0.0,@VirginAmerica wifi AND better seating.,2/17/2015 14:03,"Jersey City, New Jersey ",Eastern Time (US & Canada)
Tr_tweet_245,1.0,1.0,nan,,Virgin America,CanPOREOTICS,0.0,@VirginAmerica fav airline,2/20/2015 14:17,"Anaheim, CA",nan
Tr_tweet_511,0.0,0.6791,Damaged Luggage,0.6791,United,Joestudent11,0.0,@united. ..I received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback,2/24/2015 9:34,"Jerusalem, Israel",Jerusalem
Tr_tweet_241,1.0,1.0,nan,,Virgin America,drsaadiaim,0.0,@VirginAmerica your inflight team makes the experience #amazing!,2/20/2015 15:13,Boca Raton FL 33434,nan
Tr_tweet_2313,1.0,1.0,nan,,United,NoviceFlyer,0.0,@united  thank you for a great flight in gfc :) Cheers http://t.co/nvLnGLnMGN,2/20/2015 23:29,"Tulsa, OK",Central Time (US & Canada)
Tr_tweet_613,1.0,0.6667,nan,0.0,United,T2News,0.0,"@united has unrivalled access to #California with flights to the U.S. from 7 UK airports, with nonstop or one-stop connections year-round",2/24/2015 4:20,Glasgow,London
Tr_tweet_2134,0.0,1.0,Can't Tell,0.65,United,pongchmp,1.0,"@united ok so what is being done about my experience? My family had a terrible experience for $1,200. It's kind of like being robbed.Explain",2/21/2015 13:27,nan,Eastern Time (US & Canada)
Tr_tweet_3017,0.0,1.0,longlines,1.0,United,dandadams,0.0,@united 1k use to be special.  80 people in group one.   Why not board global AND 1k together? http://t.co/qd2lyUXAZg,2/19/2015 12:37,"bettendorf, ia",Mountain Time (US & Canada)
Tr_tweet_1675,0.0,1.0,Customer Service Issue,0.3505,United,HoustonBlueMan,0.0,@united no. I need you to have more than 2 agents at check in.,2/22/2015 10:02,"Houston, TX",Central Time (US & Canada)
Tr_tweet_1680,0.0,1.0,Flight Attendant Complaints,0.6952,United,HoustonBlueMan,0.0,@united severely under staffed at Iah.,2/22/2015 9:50,"Houston, TX",Central Time (US & Canada)
Tr_tweet_2596,0.0,1.0,Bad Flight,1.0,United,PamelaBacorn,1.0,"@united Flight is awful only one lavatory functioning, and people lining up, bumping, etc. because can't use 1st class bathroom. Ridiculous",2/20/2015 11:02,Santa Barbara CA,Pacific Time (US & Canada)
Tr_tweet_1119,0.0,1.0,Lost Luggage,1.0,United,ErinHughey,0.0,@united 2nd flight in two weeks that you have lost my bag!  Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE,2/23/2015 7:05,"Maui, Hawaii",Hawaii
Tr_tweet_1671,0.0,1.0,Lost Luggage,1.0,United,8629Fissile,0.0,@united Hi there bag ID is UA6016053916 can you update me and explain why is occurred when I arrived 4 hours before flight!,2/22/2015 10:09,nan,London
Tr_tweet_342,1.0,0.6618,nan,,Virgin America,kzone7,0.0,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",2/19/2015 7:50,"Long Island, NY",Eastern Time (US & Canada)
Tr_tweet_1765,0.0,1.0,Late Flight,1.0,United,201Chef,0.0,@united why don't you de-ice while the plane sits there with no one in it for 2 hours ?? Or we could just delay :/,2/22/2015 6:46,201-600-2130,Central Time (US & Canada)
Tr_tweet_578,0.0,1.0,Can't Tell,0.3501,United,Evan_Flay,0.0,@united Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought,2/24/2015 6:53,Seattle,Pacific Time (US & Canada)
Tr_tweet_926,0.0,1.0,Can't Tell,0.3513,United,segallsays,0.0,@united That's real dedication &amp,"[29.7420124, -95.5606921]",2/23/2015 12:56,"Houston, TX"
Tr_tweet_335,0.0,1.0,Late Flight,1.0,Virgin America,LondonBrushCo,0.0,@VirginAmerica delayed to10.30!!,2/19/2015 9:08,Global,Pacific Time (US & Canada)
Tr_tweet_1718,1.0,1.0,nan,,United,KapuriaMd,0.0,@united worked out after all. Thanks for your immediate reply!!,2/22/2015 8:19,nan,nan
Tr_tweet_2017,0.0,0.6465,Lost Luggage,0.6465,United,maxcotter,0.0,@united your baggage person told me to go through @AirCanada - they're handling my connecting flight.,2/21/2015 17:28,toronto,Central Time (US & Canada)
Tr_tweet_589,0.0,1.0,Customer Service Issue,1.0,United,missinver,0.0,@united Could this email be resent as it doesnt appear to have arrived.,2/24/2015 6:27,Larne,nan
Tr_tweet_1320,0.0,1.0,Lost Luggage,1.0,United,Nic_Thoman23,0.0,@united compensate us for new clothes bet you won't,2/22/2015 20:25,GLP,Eastern Time (US & Canada)
Tr_tweet_3214,1.0,1.0,nan,,United,ccappas123,0.0,@united flight to RSW tonight -me &amp, bags off. Lifesaver!!,nan,2/18/2015 20:30
Tr_tweet_1127,0.0,1.0,Customer Service Issue,0.3803,United,micheleliston,0.0,"@united Beyond frustrated  Sked change = no seats, earlier departure and double layover.  Of course only seats are $$++.  Cust svc no help",2/23/2015 6:50,"Ashburn, VA",Eastern Time (US & Canada)
Tr_tweet_3330,1.0,0.6617,nan,,United,AlexSenchak,0.0,"@united they are all -pilots, FA and ground personnel doing a great job. Weather is to blame... Who do I talk to about that :)",2/18/2015 14:50,"Boston, MA ",Atlantic Time (Canada)
Tr_tweet_1111,1.0,0.6289,nan,0.0,United,sentientcheese,0.0,"@united been solved,  they finally picked up the second time I called,  thanks for the response JH!  7:21 to dulles works!",2/23/2015 7:20,nan,nan
Tr_tweet_2618,0.0,1.0,Customer Service Issue,0.3608,United,BananaPants06,1.0,"@united You just tried to charge $750 for a $539 flight when I tried to make a change over the phone, not including $200 change fee. WTF?",2/20/2015 10:09,Chicago,Central Time (US & Canada)
Tr_tweet_1512,1.0,0.6697,nan,,United,scottdraeger,0.0,@united I trust you enough to put my coat in my checked bag!,2/22/2015 14:53,Chicagoland,Central Time (US & Canada)
Tr_tweet_1675,0.0,1.0,Customer Service Issue,0.3505,United,HoustonBlueMan,0.0,@united no. I need you to have more than 2 agents at check in.,2/22/2015 10:02,"Houston, TX",Central Time (US & Canada)
Tr_tweet_838,0.0,1.0,Customer Service Issue,0.6726,United,SmartBlondeSolu,0.0,@united ...and when that doesn't work...,2/23/2015 16:15,"Fort Worth, Texas",Central Time (US & Canada)
Tr_tweet_2049,1.0,1.0,nan,,United,michaelmcd,0.0,@united that's great! pls let me know when u start!,2/21/2015 16:07,Beijing | Los Angeles,Beijing
Tr_tweet_1537,0.0,1.0,Can't Tell,1.0,United,mathardin,0.0,"@united you could give me free flights for life, and I'd still choose to purchase my tickets from a competitor.",2/22/2015 14:22,Corpus Christi,nan
Tr_tweet_2314,0.0,1.0,Customer Service Issue,1.0,United,alexreznik,0.0,@united bad customer service  to NYC a few weeks ago. Thinking of moving on,2/20/2015 23:28,Email: Alex@ditmasla.com,Pacific Time (US & Canada)
Tr_tweet_2571,1.0,1.0,nan,,United,vnpeace,0.0,@united mechanical issue. Looks like they got it fixed! Thanks for your concern.,2/20/2015 11:51,nan,nan
Tr_tweet_3289,0.0,1.0,Can't Tell,0.6647,United,havecl,1.0,@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up.,2/18/2015 16:27,nan,nan
Tr_tweet_2612,0.0,1.0,Lost Luggage,1.0,United,Eileen429,0.0,@united I'm familiar with the procedure. It wouldn't be the first time #UnitedAirlines lost one of my bags. #unhappytraveler,2/20/2015 10:16,"Red Bank, NJ",Central Time (US & Canada)
Tr_tweet_1769,1.0,0.6987,nan,,United,auciello,0.0,Very quick! TY. @united: @auciello I am sorry to hear this. Can you please follow and DM me the details of what transpired? ^JH,2/22/2015 6:40,South Seaside Park/Puerto Rico,Eastern Time (US & Canada)
Tr_tweet_3097,0.0,1.0,Customer Service Issue,1.0,United,MissMcB76,0.0,@united Over charged me one way for baggage.find out others leaving Pittsburgh with same equipment weren't charged Just hung up on me!!,2/19/2015 8:16,PA,nan
Tr_tweet_1478,0.0,1.0,Bad Flight,0.3697,United,BeyondStatusQuo,0.0,@united  always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever,2/22/2015 15:34,Los Angeles ,Pacific Time (US & Canada)
Tr_tweet_1113,0.0,1.0,Lost Luggage,1.0,United,rissels,0.0,@united space. Doctors' notes and everything. And on my first trip they lost my first suitcase. Among other issues- not pleased with #united,2/23/2015 7:16,nan,Central Time (US & Canada)
Tr_tweet_1974,0.0,1.0,Bad Flight,1.0,United,tarlonious,0.0,@united I'd really like to get off of this plane now.,2/21/2015 18:54,nan,nan
Tr_tweet_2363,1.0,1.0,nan,,United,JesseLitsch,0.0,@united awesome thank you very much for the help,2/20/2015 20:12,nan,nan
Tr_tweet_718,0.0,1.0,Customer Service Issue,1.0,United,fortytoo,0.0,"@united tried calling too, but w/25 min phn wait means we'd miss options anyway",2/23/2015 20:36,"WX report for 41 Mile, Hwy 50",Pacific Time (US & Canada)
Tr_tweet_412,1.0,0.7162,nan,,Virgin America,mctrees02,0.0,@VirginAmerica now it's just t-minus 32 minutes until my Elevate a Silver upgrade window opens . #FreeNeverSucks 😃👍,2/17/2015 17:29,"Dallas, TX",Central Time (US & Canada)
Tr_tweet_1559,1.0,1.0,nan,,United,kiiimbra,0.0,@united I should be fine. They automatically changed my connecting flight for me so I wouldn't miss it. A+ work.,2/22/2015 13:59,Earth,Eastern Time (US & Canada)
Tr_tweet_1842,0.0,1.0,Customer Service Issue,1.0,United,bartha75,0.0,@united  once again your customer service at the providence airport was horrible. Do you actually care about customers or just making money?,2/22/2015 3:35,san diego,nan
Tr_tweet_981,0.0,1.0,Cancelled Flight,1.0,United,katiedonohue,0.0,"@united 2 Cancelled Flighted flights Late Flightr, agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?",2/23/2015 11:06,Washington D.C.,Eastern Time (US & Canada)
Tr_tweet_58,1.0,1.0,nan,,Virgin America,jeffreymace01,0.0,@VirginAmerica @ladygaga @carrieunderwood  love all three but you really can't beat the classics!,2/23/2015 14:25,nan,nan
Tr_tweet_851,1.0,0.6682,nan,0.0,United,ryanaround,0.0,@united Thank you. Took care of everything and made it right. That's the experience I'm used to. Opened the app to find flight changed.,2/23/2015 15:34,San Francisco,Pacific Time (US & Canada)
Tr_tweet_2410,1.0,1.0,nan,,United,ayangoswami,0.0,@united. You guys made my day. Treated me well. Thank you!!!,2/20/2015 18:20,"Hilton Head, SC",nan
Tr_tweet_1272,0.0,1.0,Can't Tell,0.3646,United,ChrisPinTX,1.0,@united On top of that I paid for 1st class and my wife got stuck in coach.,2/22/2015 22:11,nan,Central Time (US & Canada)
Tr_tweet_1601,0.0,1.0,Customer Service Issue,1.0,United,Bharrison__,0.0,@united has terrible customer service &amp,nan,2/22/2015 12:40,nan
Tr_tweet_1130,0.0,1.0,Customer Service Issue,0.6397,United,Kris_KAS,0.0,@united i emailed the customer care via the website form. After a long wait Rachelle resolved my issue. But I'm still irritated w/ united.,2/23/2015 6:42,New York,nan
Tr_tweet_812,1.0,1.0,nan,,United,goodenufmother,1.0,@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother,2/23/2015 17:24,GEM HQ (aka walk-in closet) NY,Eastern Time (US & Canada)
Tr_tweet_1496,1.0,0.6735,nan,,United,koploperfan1992,0.0,@united look at this beauty 😉 dc-10 united airlines 😉 Hope you like this beauty 😉 http://t.co/NS1aCFqCdQ,2/22/2015 15:11,Winterfell,nan
Tr_tweet_3260,1.0,1.0,nan,,United,gasbabe,0.0,"@united @staralliance was there few weeks ago AWESOME,bright vibrant, and NO habitrails",2/18/2015 18:12,Chicagoland,nan
Tr_tweet_2618,0.0,1.0,Customer Service Issue,0.3608,United,BananaPants06,1.0,"@united You just tried to charge $750 for a $539 flight when I tried to make a change over the phone, not including $200 change fee. WTF?",2/20/2015 10:09,Chicago,Central Time (US & Canada)
Tr_tweet_335,0.0,1.0,Late Flight,1.0,Virgin America,LondonBrushCo,0.0,@VirginAmerica delayed to10.30!!,2/19/2015 9:08,Global,Pacific Time (US & Canada)
Tr_tweet_2612,0.0,1.0,Lost Luggage,1.0,United,Eileen429,0.0,@united I'm familiar with the procedure. It wouldn't be the first time #UnitedAirlines lost one of my bags. #unhappytraveler,2/20/2015 10:16,"Red Bank, NJ",Central Time (US & Canada)
Tr_tweet_890,0.0,1.0,longlines,0.6668,United,franciscogonima,0.0,"@united I'm saying I made the flight but with poor/non-communication, unaccounted for lost time &amp; lots of frustrated flyers standing around",2/23/2015 13:58,"San Antonio, Texas",Central Time (US & Canada)
Tr_tweet_1242,0.0,0.6947,Late Flight,0.3579,United,DelonGerry,0.0,@united @DelonGerry ual sucks,2/22/2015 23:39,nan,nan
Tr_tweet_3104,0.0,1.0,Late Flight,0.6557,United,craver,0.0,@united can you help from there? UA4935 can't take off without missing galley cart that no one can find. Pax all seated for last hour.,2/19/2015 7:49,"San Francisco, CA",Pacific Time (US & Canada)
Tr_tweet_1530,0.0,1.0,Cancelled Flight,0.6729999999999999,United,nbhdsheila,0.0,"@united my flight was already Cancelled Flightled this morning because of a ""snow storm in Denver"". And now I'm in DC waiting for a pilot to get on+",2/22/2015 14:35,Boston,Eastern Time (US & Canada)
Tr_tweet_1127,0.0,1.0,Customer Service Issue,0.3803,United,micheleliston,0.0,"@united Beyond frustrated  Sked change = no seats, earlier departure and double layover.  Of course only seats are $$++.  Cust svc no help",2/23/2015 6:50,"Ashburn, VA",Eastern Time (US & Canada)
Tr_tweet_2871,0.0,1.0,Late Flight,0.6669,United,Sandarella03,0.0,@united stuck on Tarmac for the last hour. Can I have a beer?,2/19/2015 19:12,"St. Louis, MO",Central Time (US & Canada)
Tr_tweet_2338,0.0,0.6501,Late Flight,0.6501,United,ldellabella,0.0,@united no still trying to get home.,2/20/2015 21:42,Cincinnati,nan
Tr_tweet_166,0.0,1.0,Customer Service Issue,0.7148,Virgin America,joyabsalon,0.0,@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!,2/21/2015 18:29,Northern Virginia,Eastern Time (US & Canada)
Tr_tweet_727,0.0,1.0,Cancelled Flight,1.0,United,CaseyWoodTV,0.0,"@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like",2/23/2015 20:28,nan,Eastern Time (US & Canada)
Tr_tweet_1970,0.0,1.0,Cancelled Flight,1.0,United,keithdunn,0.0,@united flight was Cancelled Flighted after the last opportunity to rebook us on other flights this evening passed.,2/21/2015 18:59,"arlington, va",Eastern Time (US & Canada)
Tr_tweet_742,0.0,0.7055,Lost Luggage,0.7055,United,danmedwards,0.0,@united Not encouraged that I'll have my CPAP tonight.,2/23/2015 19:45,"Westerville, Ohio",nan
Tr_tweet_1065,0.0,1.0,Flight Attendant Complaints,0.6546,United,unvoiced,0.0,@united today take flight to san francisco. .. refuse to let us board with baby early... time we board wont let us take baby carryon bag,2/23/2015 9:16,Taipei,Taipei
Tr_tweet_927,0.0,1.0,Customer Service Issue,1.0,United,GeorgeMcflyOG,0.0,@United blocked me from DM'ing them because they would rather I complain about them in a public forum,2/23/2015 12:54,NJ ,Eastern Time (US & Canada)
Tr_tweet_768,1.0,1.0,nan,,United,thetonyblank,0.0,@united I appreciate your efforts getting me home!,2/23/2015 18:53,"Denver, CO",Eastern Time (US & Canada)
Tr_tweet_719,0.0,1.0,Late Flight,1.0,United,MelanieSpring,0.0,@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?,2/23/2015 20:36,"Washington, DC",Eastern Time (US & Canada)
Tr_tweet_1227,0.0,1.0,Lost Luggage,0.6853,United,jnml,0.0,@united it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail,2/23/2015 1:32,nan,nan
Tr_tweet_1933,1.0,0.6593,nan,0.0,United,dHowITzr,0.0,@united What a really GREAT &amp,nan,2/21/2015 20:05,"Toronto, Canada"
Tr_tweet_276,1.0,0.6658,nan,,Virgin America,AdamSinger,0.0,@VirginAmerica happy to spend the day together. Let's do this!,2/20/2015 8:00,"San Francisco, CA",Central Time (US & Canada)
Tr_tweet_3018,0.0,0.3401,Late Flight,0.3401,United,jttorrey,0.0,@united As it always is. Helps to communicate to customers.,2/19/2015 12:31,nan,Pacific Time (US & Canada)
Tr_tweet_3315,1.0,0.3626,nan,0.0,United,jjirsa,0.0,"@united Honestly, I stopped trying to report things via website. Now I just laugh. Flights work. Miles accrue. I'm sure it's just cosmetic.",2/18/2015 15:19,Seattle,Pacific Time (US & Canada)
Tr_tweet_1135,1.0,1.0,nan,,United,crsmoore,0.0,@united Thanks for looking into this and for getting back to me via DM. Glad to hear my bag is finally being delivered to me. Thanks again!,2/23/2015 6:35,USA / The World,Eastern Time (US & Canada)
Tr_tweet_1356,1.0,1.0,nan,,United,geekydewd,0.0,"@united Thanks! LOL! #UA6259 will wait for us. Per @flightaware, same tail number as #UA5525 :)",2/22/2015 19:28,"CO Springs, Occupied Colorado",Mountain Time (US & Canada)
Tr_tweet_1949,0.0,1.0,Can't Tell,0.6809,United,MattySags,0.0,@united please get me off this plane #UA57,2/21/2015 19:30,"New York, NY",nan
Tr_tweet_1015,0.0,1.0,Flight Attendant Complaints,0.6588,United,brianaverna,0.0,"@united it's not getting any better. I'd suggest you get a senior manager to this gate , then retrain these gate people",2/23/2015 10:13,"CT, NY and most other states",Eastern Time (US & Canada)
Tr_tweet_1109,0.0,1.0,Customer Service Issue,0.657,United,ErinHughey,0.0,@united no they aren't - I just called to check. #WORSTCUSTOMERSERVICE,2/23/2015 7:22,"Maui, Hawaii",Hawaii
Tr_tweet_1832,0.0,1.0,Late Flight,0.6048,United,traceyabbywhite,0.0,@united flighted delayed for hours. 10pm arrival to Vegas is now 4am. Did you seriously lose my luggage???,2/22/2015 4:29,"Atlantic Highlands, NJ",Eastern Time (US & Canada)
Tr_tweet_2017,0.0,0.6465,Lost Luggage,0.6465,United,maxcotter,0.0,@united your baggage person told me to go through @AirCanada - they're handling my connecting flight.,2/21/2015 17:28,toronto,Central Time (US & Canada)
Tr_tweet_473,0.0,1.0,Lost Luggage,0.6886,United,Nikki62878,0.0,"@united if the car seat is lost @united should just reimburse me for a new one, this is not a pair of shoes, it's a necessity for my child",2/24/2015 11:03,nan,nan
Tr_tweet_509,0.0,1.0,Can't Tell,0.6684,United,chrsmichaels,0.0,@united rude rude,2/24/2015 9:37,"Austin, TX",Central Time (US & Canada)
Tr_tweet_1296,0.0,1.0,Customer Service Issue,0.6477,United,ljtypes,0.0,@united and was told that its been the case for weeks but is still not resolved.,2/22/2015 21:02,H-town,nan
Tr_tweet_126,1.0,1.0,nan,,Virgin America,lisaptv,1.0,@virginamerica you ROCK for making it so I can watch #Oscars on my flight!! #redcarpet #oscars #oscars2015,2/22/2015 14:32,nan,Mountain Time (US & Canada)
Tr_tweet_2483,1.0,1.0,nan,,United,nfriesen1,0.0,"@United flight experiences R often frustrating, but 2day on UA5184 from CHI to WPG flight attendant April was #amazing! She's 1 of the best!",2/20/2015 15:39,"Winnipeg, MB Canada",Central Time (US & Canada)
Tr_tweet_148,0.0,1.0,Cancelled Flight,1.0,Virgin America,finslippy,0.0,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)",2/22/2015 10:29,Brooklyn,Eastern Time (US & Canada)
Tr_tweet_14,1.0,1.0,nan,,Virgin America,ItzBrianHunty,0.0,@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo,2/24/2015 9:42,west covina,Pacific Time (US & Canada)
Tr_tweet_2309,1.0,0.3646,nan,0.0,United,DarianDavis,0.0,@united yes to more food! Add some gluten free options while you're at it,2/21/2015 1:00,nan,Mountain Time (US & Canada)
Tr_tweet_622,0.0,1.0,Lost Luggage,1.0,United,jasonpblakey,0.0,"@united ok. To top things off, you've lost my luggage. Could you get ANY worse??? #UnitedAirlines",2/24/2015 3:37,nan,London
Tr_tweet_1735,0.0,1.0,Cancelled Flight,1.0,United,czamkoff,0.0,"@united I did already rebook, and now I will miss my first appointments in London tomorrow morning. Thanks for ruining my trip - AGAIN!",2/22/2015 7:47,nan,nan
Tr_tweet_256,0.0,1.0,Can't Tell,0.6421,Virgin America,Yorkshire_D,0.0,@VirginAmerica @VirginAtlantic I have just checked in flight to SFO from LAX &amp,nan,2/20/2015 11:24,nan
Tr_tweet_2994,0.0,0.6877,Flight Attendant Complaints,0.3576,United,adownie,0.0,@united - I really down think downgrading the booze/food selections at the club is a good way to go.  How about you look @aircanada?,2/19/2015 14:06,Somewhere west of Chicago,Central Time (US & Canada)
Tr_tweet_1050,0.0,1.0,Customer Service Issue,0.6392,United,8629Fissile,0.0,@united Okay thanks if you could please update me. I was told at the airport someone would call me today but they haven't.,2/23/2015 9:39,nan,London
Tr_tweet_1537,0.0,1.0,Can't Tell,1.0,United,mathardin,0.0,"@united you could give me free flights for life, and I'd still choose to purchase my tickets from a competitor.",2/22/2015 14:22,Corpus Christi,nan
Tr_tweet_297,1.0,0.6482,nan,,Virgin America,SuuperG,0.0,@VirginAmerica Thanks!,2/19/2015 18:57,Wandering So-Cal-ian,Pacific Time (US & Canada)
Tr_tweet_1296,0.0,1.0,Customer Service Issue,0.6477,United,ljtypes,0.0,@united and was told that its been the case for weeks but is still not resolved.,2/22/2015 21:02,H-town,nan
Tr_tweet_1623,0.0,1.0,Lost Luggage,0.6621,United,DavidLat,0.0,"@united Waiting half an hour for my checked bag at EWR (&amp; that was Priority); disappointing, usually you guys are good.",2/22/2015 11:55,"New York, NY",Eastern Time (US & Canada)
Tr_tweet_1330,0.0,1.0,Late Flight,0.3372,United,patlee,1.0,@united you really screwed up dealing mechanical failure from Maui to San Francisco. Poor communication bad help in getting connections,2/22/2015 20:07,"Bay Area, CA",Pacific Time (US & Canada)
Tr_tweet_904,1.0,0.6534,nan,,United,teamcrafty,0.0,@united thank you,2/23/2015 13:24,Grand Rapids,Quito
Tr_tweet_1516,0.0,1.0,Can't Tell,0.6333,United,danny_9_9,0.0,@united you guys are complete ass,2/22/2015 14:49,nan,nan
Tr_tweet_811,0.0,1.0,Lost Luggage,0.6512,United,throthra,2.0,@united what's a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on Saturday?,2/23/2015 17:30,nan,nan
Tr_tweet_838,0.0,1.0,Customer Service Issue,0.6726,United,SmartBlondeSolu,0.0,@united ...and when that doesn't work...,2/23/2015 16:15,"Fort Worth, Texas",Central Time (US & Canada)
Tr_tweet_1530,0.0,1.0,Cancelled Flight,0.6729999999999999,United,nbhdsheila,0.0,"@united my flight was already Cancelled Flightled this morning because of a ""snow storm in Denver"". And now I'm in DC waiting for a pilot to get on+",2/22/2015 14:35,Boston,Eastern Time (US & Canada)
Tr_tweet_1432,1.0,1.0,nan,,United,XlnsMngr,0.0,@United Claudia in IAH terminal b travel assistance has me all set. Great service. Thank you.,2/22/2015 16:47,nan,nan
Tr_tweet_422,1.0,1.0,nan,,Virgin America,mynejas,0.0,@VirginAmerica thanks for the free birthday points! y'all are ALL RIGHT with me!,2/17/2015 14:26,"Oakland, CA",Pacific Time (US & Canada)
